1	31.21128833	32.43808626	39.64602167	39.9256775	31.21128833	5.630367659	28.05	26	35.85	36.5	26	4.9
2	31.58361596	21.24316133	40.01954476	29.47261005	21.24316133	5.630367659	27.15	18.5	32.25	27.6	18.5	4.9
3	20.70883242	38.21303808	29.98004725	29.49065651	20.70883242	5.630367659	10.55	26	26.95	24.95	10.55	4.9
4	39.57747633	38.74770525	39.65340286	39.71040712	38.74770525	5.630367659	17.15	32.15	30.3	31.65	17.15	4.9
5	17.47014271	18.67716319	29.67821184	28.73249413	17.47014271	5.630367659	17.75	12.5	28.6	25.75	12.5	4.9
6	19.22520051	15.02814311	25.04531401	14.28683384	14.28683384	5.630367659	16.75	13.3	21.45	12.6	12.6	4.9
7	22.79565301	25.31466702	32.24600731	37.67427581	22.79565301	5.630367659	16.4	15.95	26.9	27.9	15.95	4.9
8	10.96753303	16.5060047	28.77494485	14.90453336	10.96753303	5.630367659	7.25	14.45	23.95	12.55	7.25	4.9
9	30.36403825	31.38554948	39.50896573	30.29936211	30.29936211	5.630367659	19.6	21.55	32.15	23.6	19.6	4.9
10	14.42353977	19.79233732	34.26310658	28.2044773	14.42353977	5.630367659	11.8	18.85	29.45	24.1	11.8	4.9
11	19.95457132	24.66990707	35.42590382	28.16068814	19.95457132	5.630367659	15.45	23.4	35.6	27.15	15.45	4.9
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.9
13	13.10360386	17.22939914	17.53087089	20.59952408	13.10360386	5.630367659	6.95	13.15	16.2	16.95	6.95	4.9
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.9
15	13.47768943	21.2548014	22.87724686	19.04356112	13.47768943	5.630367659	12.2	17.05	20.45	17.6	12.2	4.9
16	20.31920523	10.61342864	15.1212367	22.55048854	10.61342864	5.630367659	15.4	7.2	14.1	23.85	7.2	4.9
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.9
18	21.37843209	17.81519854	29.59406666	17.32192185	17.32192185	5.630367659	12.95	11.2	22.45	15.6	11.2	4.9
19	15.21373737	13.0371293	14.79829693	11.32168236	11.32168236	5.630367659	11.9	12.15	13.4	9.9	9.9	4.9
20	17.08307693	23.91007869	18.03867339	15.3099812	15.3099812	5.630367659	7.85	17.6	16.35	13.85	7.85	4.9
21	10.140122	14.64324125	9.731148593	12.64545566	9.731148593	5.630367659	7.6	9.9	8.25	10.7	7.6	4.9
22	11.48993444	10.21639297	25.99258682	24.95575506	10.21639297	5.630367659	7	8.7	26.05	24.8	7	4.9
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.9
24	12.65891159	10.72365037	11.89404328	15.88411975	10.72365037	5.630367659	8.35	6.1	9.9	13.4	6.1	4.9
25	8.607481514	18.08882454	26.52781788	16.56629881	8.607481514	5.630367659	5.65	15.5	23.7	14.7	5.65	4.9
26	17.52054885	27.32843385	29.61767634	34.21117038	17.52054885	5.630367659	11.55	24.6	26.1	31.7	11.55	4.9
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.9
28	13.23952977	24.18319568	36.56777357	18.56285669	13.23952977	5.630367659	8.9	16.55	29	15.55	8.9	4.9
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.9
30	11.99396843	9.044295272	22.89066359	20.75088406	9.044295272	5.630367659	9.15	7.75	23	20.35	7.75	4.9
31	6.623970386	5.630367659	14.06405712	13.75983533	5.630367659	5.630367659	5.3	4.9	11.8	13.65	4.9	4.9
